path,id,lon,lat,mc_id,class,color,Continent
mc_-88.03_14.61_1.3_20230928_0.zarr,mc_-88.03_14.61_1.3_20230928_0,-88.03,14.61,mc_-88.03_14.61_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.03_14.99_1.3_20230928_0.zarr,mc_-88.03_14.99_1.3_20230928_0,-88.03,14.99,mc_-88.03_14.99_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.03_19.86_1.3_20230928_0.zarr,mc_-88.03_19.86_1.3_20230928_0,-88.03,19.86,mc_-88.03_19.86_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.03_21.11_1.3_20230928_0.zarr,mc_-88.03_21.11_1.3_20230928_0,-88.03,21.11,mc_-88.03_21.11_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.05_21.23_1.3_20230928_0.zarr,mc_-88.05_21.23_1.3_20230928_0,-88.05,21.23,mc_-88.05_21.23_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.15_13.49_1.3_20230928_0.zarr,mc_-88.15_13.49_1.3_20230928_0,-88.15,13.49,mc_-88.15_13.49_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.16_13.62_1.3_20230928_0.zarr,mc_-88.16_13.62_1.3_20230928_0,-88.16,13.62,mc_-88.16_13.62_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.16_13.99_1.3_20230928_0.zarr,mc_-88.16_13.99_1.3_20230928_0,-88.16,13.99,mc_-88.16_13.99_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.16_14.36_1.3_20230928_0.zarr,mc_-88.16_14.36_1.3_20230928_0,-88.16,14.36,mc_-88.16_14.36_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.16_14.86_1.3_20230928_0.zarr,mc_-88.16_14.86_1.3_20230928_0,-88.16,14.86,mc_-88.16_14.86_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.16_15.24_1.3_20230928_0.zarr,mc_-88.16_15.24_1.3_20230928_0,-88.16,15.24,mc_-88.16_15.24_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.16_19.36_1.3_20230928_0.zarr,mc_-88.16_19.36_1.3_20230928_0,-88.16,19.36,mc_-88.16_19.36_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.16_19.73_1.3_20230928_0.zarr,mc_-88.16_19.73_1.3_20230928_0,-88.16,19.73,mc_-88.16_19.73_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.16_20.11_1.3_20230928_0.zarr,mc_-88.16_20.11_1.3_20230928_0,-88.16,20.11,mc_-88.16_20.11_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.16_20.23_1.3_20230928_0.zarr,mc_-88.16_20.23_1.3_20230928_0,-88.16,20.23,mc_-88.16_20.23_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.16_20.36_1.3_20230928_0.zarr,mc_-88.16_20.36_1.3_20230928_0,-88.16,20.36,mc_-88.16_20.36_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.16_20.98_1.3_20230928_0.zarr,mc_-88.16_20.98_1.3_20230928_0,-88.16,20.98,mc_-88.16_20.98_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.28_13.74_1.3_20230928_0.zarr,mc_-88.28_13.74_1.3_20230928_0,-88.28,13.74,mc_-88.28_13.74_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.28_14.11_1.3_20230928_0.zarr,mc_-88.28_14.11_1.3_20230928_0,-88.28,14.11,mc_-88.28_14.11_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.28_14.74_1.3_20230928_0.zarr,mc_-88.28_14.74_1.3_20230928_0,-88.28,14.74,mc_-88.28_14.74_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.28_15.11_1.3_20230928_0.zarr,mc_-88.28_15.11_1.3_20230928_0,-88.28,15.11,mc_-88.28_15.11_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.28_15.36_1.3_20230928_0.zarr,mc_-88.28_15.36_1.3_20230928_0,-88.28,15.36,mc_-88.28_15.36_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.28_19.23_1.3_20230928_0.zarr,mc_-88.28_19.23_1.3_20230928_0,-88.28,19.23,mc_-88.28_19.23_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.28_19.48_1.3_20230928_0.zarr,mc_-88.28_19.48_1.3_20230928_0,-88.28,19.48,mc_-88.28_19.48_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.28_19.61_1.3_20230928_0.zarr,mc_-88.28_19.61_1.3_20230928_0,-88.28,19.61,mc_-88.28_19.61_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.28_19.98_1.3_20230928_0.zarr,mc_-88.28_19.98_1.3_20230928_0,-88.28,19.98,mc_-88.28_19.98_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.39_14.99_1.3_20230928_0.zarr,mc_-88.39_14.99_1.3_20230928_0,-88.39,14.99,mc_-88.39_14.99_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.40_13.87_1.3_20230928_0.zarr,mc_-88.40_13.87_1.3_20230928_0,-88.4,13.87,mc_-88.40_13.87_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.40_14.24_1.3_20230928_0.zarr,mc_-88.40_14.24_1.3_20230928_0,-88.4,14.24,mc_-88.40_14.24_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.40_14.49_1.3_20230928_0.zarr,mc_-88.40_14.49_1.3_20230928_0,-88.4,14.49,mc_-88.40_14.49_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.40_14.61_1.3_20230928_0.zarr,mc_-88.40_14.61_1.3_20230928_0,-88.4,14.61,mc_-88.40_14.61_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.40_15.49_1.3_20230928_0.zarr,mc_-88.40_15.49_1.3_20230928_0,-88.4,15.49,mc_-88.40_15.49_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.40_19.11_1.3_20230928_0.zarr,mc_-88.40_19.11_1.3_20230928_0,-88.4,19.11,mc_-88.40_19.11_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.40_19.86_1.3_20230928_0.zarr,mc_-88.40_19.86_1.3_20230928_0,-88.4,19.86,mc_-88.40_19.86_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.40_20.48_1.3_20230928_0.zarr,mc_-88.40_20.48_1.3_20230928_0,-88.4,20.48,mc_-88.40_20.48_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.42_18.36_1.3_20230928_0.zarr,mc_-88.42_18.36_1.3_20230928_0,-88.42,18.36,mc_-88.42_18.36_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.45_15.24_1.3_20230928_0.zarr,mc_-88.45_15.24_1.3_20230928_0,-88.45,15.24,mc_-88.45_15.24_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.47_18.23_1.3_20230928_0.zarr,mc_-88.47_18.23_1.3_20230928_0,-88.47,18.23,mc_-88.47_18.23_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.51_14.86_1.3_20230928_0.zarr,mc_-88.51_14.86_1.3_20230928_0,-88.51,14.86,mc_-88.51_14.86_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.53_13.49_1.3_20230928_0.zarr,mc_-88.53_13.49_1.3_20230928_0,-88.53,13.49,mc_-88.53_13.49_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.53_13.62_1.3_20230928_0.zarr,mc_-88.53_13.62_1.3_20230928_0,-88.53,13.62,mc_-88.53_13.62_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.53_13.99_1.3_20230928_0.zarr,mc_-88.53_13.99_1.3_20230928_0,-88.53,13.99,mc_-88.53_13.99_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.53_14.36_1.3_20230928_0.zarr,mc_-88.53_14.36_1.3_20230928_0,-88.53,14.36,mc_-88.53_14.36_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.53_19.36_1.3_20230928_0.zarr,mc_-88.53_19.36_1.3_20230928_0,-88.53,19.36,mc_-88.53_19.36_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.53_19.73_1.3_20230928_0.zarr,mc_-88.53_19.73_1.3_20230928_0,-88.53,19.73,mc_-88.53_19.73_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.53_20.11_1.3_20230928_0.zarr,mc_-88.53_20.11_1.3_20230928_0,-88.53,20.11,mc_-88.53_20.11_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.53_20.23_1.3_20230928_0.zarr,mc_-88.53_20.23_1.3_20230928_0,-88.53,20.23,mc_-88.53_20.23_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.53_20.36_1.3_20230928_0.zarr,mc_-88.53_20.36_1.3_20230928_0,-88.53,20.36,mc_-88.53_20.36_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.59_14.74_1.3_20230928_0.zarr,mc_-88.59_14.74_1.3_20230928_0,-88.59,14.74,mc_-88.59_14.74_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.61_13.24_1.3_20230928_0.zarr,mc_-88.61_13.24_1.3_20230928_0,-88.61,13.24,mc_-88.61_13.24_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.64_13.32_1.3_20230928_0.zarr,mc_-88.64_13.32_1.3_20230928_0,-88.64,13.32,mc_-88.64_13.32_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.65_13.74_1.3_20230928_0.zarr,mc_-88.65_13.74_1.3_20230928_0,-88.65,13.74,mc_-88.65_13.74_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.65_14.11_1.3_20230928_0.zarr,mc_-88.65_14.11_1.3_20230928_0,-88.65,14.11,mc_-88.65_14.11_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.65_15.11_1.3_20230928_0.zarr,mc_-88.65_15.11_1.3_20230928_0,-88.65,15.11,mc_-88.65_15.11_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.65_15.36_1.3_20230928_0.zarr,mc_-88.65_15.36_1.3_20230928_0,-88.65,15.36,mc_-88.65_15.36_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.65_16.61_1.3_20230928_0.zarr,mc_-88.65_16.61_1.3_20230928_0,-88.65,16.61,mc_-88.65_16.61_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.65_16.74_1.3_20230928_0.zarr,mc_-88.65_16.74_1.3_20230928_0,-88.65,16.74,mc_-88.65_16.74_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.65_16.86_1.3_20230928_0.zarr,mc_-88.65_16.86_1.3_20230928_0,-88.65,16.86,mc_-88.65_16.86_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.65_18.11_1.3_20230928_0.zarr,mc_-88.65_18.11_1.3_20230928_0,-88.65,18.11,mc_-88.65_18.11_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.65_19.23_1.3_20230928_0.zarr,mc_-88.65_19.23_1.3_20230928_0,-88.65,19.23,mc_-88.65_19.23_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.65_19.48_1.3_20230928_0.zarr,mc_-88.65_19.48_1.3_20230928_0,-88.65,19.48,mc_-88.65_19.48_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.65_19.61_1.3_20230928_0.zarr,mc_-88.65_19.61_1.3_20230928_0,-88.65,19.61,mc_-88.65_19.61_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.65_19.98_1.3_20230928_0.zarr,mc_-88.65_19.98_1.3_20230928_0,-88.65,19.98,mc_-88.65_19.98_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.66_15.45_1.3_20230928_0.zarr,mc_-88.66_15.45_1.3_20230928_0,-88.66,15.45,mc_-88.66_15.45_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.78_13.87_1.3_20230928_0.zarr,mc_-88.78_13.87_1.3_20230928_0,-88.78,13.87,mc_-88.78_13.87_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.78_14.24_1.3_20230928_0.zarr,mc_-88.78_14.24_1.3_20230928_0,-88.78,14.24,mc_-88.78_14.24_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.78_14.49_1.3_20230928_0.zarr,mc_-88.78_14.49_1.3_20230928_0,-88.78,14.49,mc_-88.78_14.49_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.78_14.61_1.3_20230928_0.zarr,mc_-88.78_14.61_1.3_20230928_0,-88.78,14.61,mc_-88.78_14.61_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.78_14.99_1.3_20230928_0.zarr,mc_-88.78_14.99_1.3_20230928_0,-88.78,14.99,mc_-88.78_14.99_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.78_16.49_1.3_20230928_0.zarr,mc_-88.78_16.49_1.3_20230928_0,-88.78,16.49,mc_-88.78_16.49_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.78_17.74_1.3_20230928_0.zarr,mc_-88.78_17.74_1.3_20230928_0,-88.78,17.74,mc_-88.78_17.74_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.78_17.99_1.3_20230928_0.zarr,mc_-88.78_17.99_1.3_20230928_0,-88.78,17.99,mc_-88.78_17.99_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.78_18.61_1.3_20230928_0.zarr,mc_-88.78_18.61_1.3_20230928_0,-88.78,18.61,mc_-88.78_18.61_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.78_18.73_1.3_20230928_0.zarr,mc_-88.78_18.73_1.3_20230928_0,-88.78,18.73,mc_-88.78_18.73_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.78_19.86_1.3_20230928_0.zarr,mc_-88.78_19.86_1.3_20230928_0,-88.78,19.86,mc_-88.78_19.86_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.79_14.86_1.3_20230928_0.zarr,mc_-88.79_14.86_1.3_20230928_0,-88.79,14.86,mc_-88.79_14.86_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.82_13.49_1.3_20230928_0.zarr,mc_-88.82_13.49_1.3_20230928_0,-88.82,13.49,mc_-88.82_13.49_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.83_15.74_1.3_20230928_0.zarr,mc_-88.83_15.74_1.3_20230928_0,-88.83,15.74,mc_-88.83_15.74_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.85_15.61_1.3_20230928_0.zarr,mc_-88.85_15.61_1.3_20230928_0,-88.85,15.61,mc_-88.85_15.61_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.87_16.99_1.3_20230928_0.zarr,mc_-88.87_16.99_1.3_20230928_0,-88.87,16.99,mc_-88.87_16.99_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.89_17.86_1.3_20230928_0.zarr,mc_-88.89_17.86_1.3_20230928_0,-88.89,17.86,mc_-88.89_17.86_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.89_18.48_1.3_20230928_0.zarr,mc_-88.89_18.48_1.3_20230928_0,-88.89,18.48,mc_-88.89_18.48_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.90_13.62_1.3_20230928_0.zarr,mc_-88.90_13.62_1.3_20230928_0,-88.9,13.62,mc_-88.90_13.62_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.90_13.99_1.3_20230928_0.zarr,mc_-88.90_13.99_1.3_20230928_0,-88.9,13.99,mc_-88.90_13.99_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.90_14.36_1.3_20230928_0.zarr,mc_-88.90_14.36_1.3_20230928_0,-88.9,14.36,mc_-88.90_14.36_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.90_15.24_1.3_20230928_0.zarr,mc_-88.90_15.24_1.3_20230928_0,-88.9,15.24,mc_-88.90_15.24_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.90_16.24_1.3_20230928_0.zarr,mc_-88.90_16.24_1.3_20230928_0,-88.9,16.24,mc_-88.90_16.24_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.90_16.36_1.3_20230928_0.zarr,mc_-88.90_16.36_1.3_20230928_0,-88.9,16.36,mc_-88.90_16.36_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.90_17.24_1.3_20230928_0.zarr,mc_-88.90_17.24_1.3_20230928_0,-88.9,17.24,mc_-88.90_17.24_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.90_17.49_1.3_20230928_0.zarr,mc_-88.90_17.49_1.3_20230928_0,-88.9,17.49,mc_-88.90_17.49_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.90_18.23_1.3_20230928_0.zarr,mc_-88.90_18.23_1.3_20230928_0,-88.9,18.23,mc_-88.90_18.23_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.90_18.36_1.3_20230928_0.zarr,mc_-88.90_18.36_1.3_20230928_0,-88.9,18.36,mc_-88.90_18.36_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.95_15.35_1.3_20230928_0.zarr,mc_-88.95_15.35_1.3_20230928_0,-88.95,15.35,mc_-88.95_15.35_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-88.97_15.11_1.3_20230928_0.zarr,mc_-88.97_15.11_1.3_20230928_0,-88.97,15.11,mc_-88.97_15.11_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.03_13.74_1.3_20230928_0.zarr,mc_-89.03_13.74_1.3_20230928_0,-89.03,13.74,mc_-89.03_13.74_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.03_14.11_1.3_20230928_0.zarr,mc_-89.03_14.11_1.3_20230928_0,-89.03,14.11,mc_-89.03_14.11_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.03_14.74_1.3_20230928_0.zarr,mc_-89.03_14.74_1.3_20230928_0,-89.03,14.74,mc_-89.03_14.74_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.03_16.61_1.3_20230928_0.zarr,mc_-89.03_16.61_1.3_20230928_0,-89.03,16.61,mc_-89.03_16.61_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.03_16.74_1.3_20230928_0.zarr,mc_-89.03_16.74_1.3_20230928_0,-89.03,16.74,mc_-89.03_16.74_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.03_16.86_1.3_20230928_0.zarr,mc_-89.03_16.86_1.3_20230928_0,-89.03,16.86,mc_-89.03_16.86_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.03_17.11_1.3_20230928_0.zarr,mc_-89.03_17.11_1.3_20230928_0,-89.03,17.11,mc_-89.03_17.11_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.03_17.61_1.3_20230928_0.zarr,mc_-89.03_17.61_1.3_20230928_0,-89.03,17.61,mc_-89.03_17.61_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.03_18.11_1.3_20230928_0.zarr,mc_-89.03_18.11_1.3_20230928_0,-89.03,18.11,mc_-89.03_18.11_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.03_18.86_1.3_20230928_0.zarr,mc_-89.03_18.86_1.3_20230928_0,-89.03,18.86,mc_-89.03_18.86_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.03_18.98_1.3_20230928_0.zarr,mc_-89.03_18.98_1.3_20230928_0,-89.03,18.98,mc_-89.03_18.98_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.11_15.86_1.3_20230928_0.zarr,mc_-89.11_15.86_1.3_20230928_0,-89.11,15.86,mc_-89.11_15.86_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.13_14.49_1.3_20230928_0.zarr,mc_-89.13_14.49_1.3_20230928_0,-89.13,14.49,mc_-89.13_14.49_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.15_13.87_1.3_20230928_0.zarr,mc_-89.15_13.87_1.3_20230928_0,-89.15,13.87,mc_-89.15_13.87_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.15_14.24_1.3_20230928_0.zarr,mc_-89.15_14.24_1.3_20230928_0,-89.15,14.24,mc_-89.15_14.24_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.15_14.61_1.3_20230928_0.zarr,mc_-89.15_14.61_1.3_20230928_0,-89.15,14.61,mc_-89.15_14.61_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.15_14.99_1.3_20230928_0.zarr,mc_-89.15_14.99_1.3_20230928_0,-89.15,14.99,mc_-89.15_14.99_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.15_16.11_1.3_20230928_0.zarr,mc_-89.15_16.11_1.3_20230928_0,-89.15,16.11,mc_-89.15_16.11_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.15_16.49_1.3_20230928_0.zarr,mc_-89.15_16.49_1.3_20230928_0,-89.15,16.49,mc_-89.15_16.49_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.15_17.36_1.3_20230928_0.zarr,mc_-89.15_17.36_1.3_20230928_0,-89.15,17.36,mc_-89.15_17.36_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.15_17.74_1.3_20230928_0.zarr,mc_-89.15_17.74_1.3_20230928_0,-89.15,17.74,mc_-89.15_17.74_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.15_17.99_1.3_20230928_0.zarr,mc_-89.15_17.99_1.3_20230928_0,-89.15,17.99,mc_-89.15_17.99_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.15_18.61_1.3_20230928_0.zarr,mc_-89.15_18.61_1.3_20230928_0,-89.15,18.61,mc_-89.15_18.61_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.15_18.73_1.3_20230928_0.zarr,mc_-89.15_18.73_1.3_20230928_0,-89.15,18.73,mc_-89.15_18.73_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.15_19.11_1.3_20230928_0.zarr,mc_-89.15_19.11_1.3_20230928_0,-89.15,19.11,mc_-89.15_19.11_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.16_16.99_1.3_20230928_0.zarr,mc_-89.16_16.99_1.3_20230928_0,-89.16,16.99,mc_-89.16_16.99_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.17_16.24_1.3_20230928_0.zarr,mc_-89.17_16.24_1.3_20230928_0,-89.17,16.24,mc_-89.17_16.24_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.23_16.36_1.3_20230928_0.zarr,mc_-89.23_16.36_1.3_20230928_0,-89.23,16.36,mc_-89.23_16.36_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.24_15.41_1.3_20230928_0.zarr,mc_-89.24_15.41_1.3_20230928_0,-89.24,15.41,mc_-89.24_15.41_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.28_13.49_1.3_20230928_0.zarr,mc_-89.28_13.49_1.3_20230928_0,-89.28,13.49,mc_-89.28_13.49_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.28_13.62_1.3_20230928_0.zarr,mc_-89.28_13.62_1.3_20230928_0,-89.28,13.62,mc_-89.28_13.62_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.28_13.99_1.3_20230928_0.zarr,mc_-89.28_13.99_1.3_20230928_0,-89.28,13.99,mc_-89.28_13.99_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.28_14.36_1.3_20230928_0.zarr,mc_-89.28_14.36_1.3_20230928_0,-89.28,14.36,mc_-89.28_14.36_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.28_15.24_1.3_20230928_0.zarr,mc_-89.28_15.24_1.3_20230928_0,-89.28,15.24,mc_-89.28_15.24_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.28_15.61_1.3_20230928_0.zarr,mc_-89.28_15.61_1.3_20230928_0,-89.28,15.61,mc_-89.28_15.61_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.28_15.74_1.3_20230928_0.zarr,mc_-89.28_15.74_1.3_20230928_0,-89.28,15.74,mc_-89.28_15.74_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.28_15.99_1.3_20230928_0.zarr,mc_-89.28_15.99_1.3_20230928_0,-89.28,15.99,mc_-89.28_15.99_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.28_17.24_1.3_20230928_0.zarr,mc_-89.28_17.24_1.3_20230928_0,-89.28,17.24,mc_-89.28_17.24_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.28_17.49_1.3_20230928_0.zarr,mc_-89.28_17.49_1.3_20230928_0,-89.28,17.49,mc_-89.28_17.49_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.28_17.86_1.3_20230928_0.zarr,mc_-89.28_17.86_1.3_20230928_0,-89.28,17.86,mc_-89.28_17.86_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.28_18.23_1.3_20230928_0.zarr,mc_-89.28_18.23_1.3_20230928_0,-89.28,18.23,mc_-89.28_18.23_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.28_18.36_1.3_20230928_0.zarr,mc_-89.28_18.36_1.3_20230928_0,-89.28,18.36,mc_-89.28_18.36_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.28_18.48_1.3_20230928_0.zarr,mc_-89.28_18.48_1.3_20230928_0,-89.28,18.48,mc_-89.28_18.48_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.30_15.11_1.3_20230928_0.zarr,mc_-89.30_15.11_1.3_20230928_0,-89.3,15.11,mc_-89.30_15.11_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.34_14.74_1.3_20230928_0.zarr,mc_-89.34_14.74_1.3_20230928_0,-89.34,14.74,mc_-89.34_14.74_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.35_13.74_1.3_20230928_0.zarr,mc_-89.35_13.74_1.3_20230928_0,-89.35,13.74,mc_-89.35_13.74_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.35_16.66_1.3_20230928_0.zarr,mc_-89.35_16.66_1.3_20230928_0,-89.35,16.66,mc_-89.35_16.66_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.37_16.61_1.3_20230928_0.zarr,mc_-89.37_16.61_1.3_20230928_0,-89.37,16.61,mc_-89.37_16.61_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.40_14.11_1.3_20230928_0.zarr,mc_-89.40_14.11_1.3_20230928_0,-89.4,14.11,mc_-89.40_14.11_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.40_15.36_1.3_20230928_0.zarr,mc_-89.40_15.36_1.3_20230928_0,-89.4,15.36,mc_-89.40_15.36_1.3_20230928_0,broadtree,#9e9e9e,Central America
mc_-89.40_16.86_1.3_20230928_0.zarr,mc_-89.40_16.86_1.3_20230928_0,-89.4,16.86,mc_-89.40_16.86_1.3_20230928_0,broadtree,#9e9e9e,Central America
